Reference,review_block,source_raw,label_from_local,label_until_local,label_from_utc,label_until_utc,suggested_mov_type,mov_type,label_quality,review_notes,duration_s,windows,samples,feet_min,motion_score_mean,motion_score_min,motion_score_max,acc_std_mean,gyro_std_mean,low_threshold,high_threshold
CHIHUG033-15,CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854_raw.parquet,2026-03-03 13:12:14,2026-03-03 13:12:24,2026-03-03T12:12:14Z,2026-03-03T12:12:24Z,walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,10.0,10,1987,2,113.73211822409864,101.40310124941627,121.8899900080041,0.47431189817764874,88.28827970148991,0.0,101.02935382135416
CHIHUG033-15,CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854_raw.parquet,2026-03-03 13:12:43,2026-03-03 13:12:53,2026-03-03T12:12:43Z,2026-03-03T12:12:53Z,walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,10.0,10,1892,2,120.43432686694737,106.40323927683306,128.15085673911113,0.515593889717487,89.5594349433998,0.0,101.02935382135416
CHIHUG033-15,CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854_raw.parquet,2026-03-03 13:12:54,2026-03-03 13:13:04,2026-03-03T12:12:54Z,2026-03-03T12:13:04Z,walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,10.0,10,1984,2,114.19878997487167,102.73890254361368,121.96460775584093,0.4775973393350366,88.26031872896559,0.0,101.02935382135416
CHIHUG033-15,CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854_raw.parquet,2026-03-03 13:15:55,2026-03-03 13:16:11,2026-03-03T12:15:55Z,2026-03-03T12:16:11Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,16.0,16,3180,2,0.0,0.0,0.0,0.0006427289014769761,0.2517653228818572,0.0,101.02935382135416
CHIHUG033-15,CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854_raw.parquet,2026-03-03 13:16:19,2026-03-03 13:16:30,2026-03-03T12:16:19Z,2026-03-03T12:16:30Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,11.0,11,2186,2,0.0,0.0,0.0,0.0007505205298244491,0.2747663815227089,0.0,101.02935382135416
CHIHUG033-15,CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854_raw.parquet,2026-03-03 13:16:33,2026-03-03 13:18:26,2026-03-03T12:16:33Z,2026-03-03T12:18:26Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,113.0,113,22392,2,0.0,0.0,0.0,0.00012198038332814666,0.17392955601773052,0.0,101.02935382135416
CHIHUG033-15,CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854_raw.parquet,2026-03-03 13:18:29,2026-03-03 13:18:43,2026-03-03T12:18:29Z,2026-03-03T12:18:43Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,14.0,14,2775,2,0.0,0.0,0.0,0.0004680448937485953,0.1594208066355125,0.0,101.02935382135416
CHIHUG033-15,CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854_raw.parquet,2026-03-03 13:19:17,2026-03-03 13:19:42,2026-03-03T12:19:17Z,2026-03-03T12:19:42Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,25.0,25,4954,2,0.0,0.0,0.0,0.00038736561673886937,0.12312965522801944,0.0,101.02935382135416
CHIHUG033-15,CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854_raw.parquet,2026-03-03 13:19:45,2026-03-03 13:20:15,2026-03-03T12:19:45Z,2026-03-03T12:20:15Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,30.0,30,5943,2,0.0,0.0,0.0,0.0001826866856011262,0.14260148313202564,0.0,101.02935382135416
CHIHUG033-15,CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854_raw.parquet,2026-03-03 13:20:54,2026-03-03 13:21:11,2026-03-03T12:20:54Z,2026-03-03T12:21:11Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,17.0,17,3360,2,0.0,0.0,0.0,0.0002739811863485199,0.12833683107410787,0.0,101.02935382135416
CHIHUG033-15,CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854_raw.parquet,2026-03-03 13:21:12,2026-03-03 13:21:26,2026-03-03T12:21:12Z,2026-03-03T12:21:26Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,14.0,14,2760,2,0.0,0.0,0.0,0.00043495274002254515,0.16593786026354418,0.0,101.02935382135416
CHIHUG033-15,CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854_raw.parquet,2026-03-03 13:21:29,2026-03-03 13:21:39,2026-03-03T12:21:29Z,2026-03-03T12:21:39Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,10.0,10,1985,2,0.0,0.0,0.0,0.00020359385733300316,0.1431482676617062,0.0,101.02935382135416
CHIHUG033-15,CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854_raw.parquet,2026-03-03 13:21:48,2026-03-03 13:22:36,2026-03-03T12:21:48Z,2026-03-03T12:22:36Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,48.0,48,9276,2,0.0,0.0,0.0,0.0003170569036262735,0.17729830928919602,0.0,101.02935382135416
CHIHUG033-15,CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854_raw.parquet,2026-03-03 13:23:03,2026-03-03 13:23:29,2026-03-03T12:23:03Z,2026-03-03T12:23:29Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,26.0,26,9528,2,0.0,0.0,0.0,0.00013167317357109,0.1250242945764315,0.0,101.02935382135416
CHIHUG033-15,CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854_raw.parquet,2026-03-03 13:23:30,2026-03-03 13:24:04,2026-03-03T12:23:30Z,2026-03-03T12:24:04Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,34.0,34,11976,2,0.0,0.0,0.0,6.841330637433792e-05,0.1702069538705451,0.0,101.02935382135416
CHIHUG033-15,CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854_raw.parquet,2026-03-03 13:24:24,2026-03-03 13:24:44,2026-03-03T12:24:24Z,2026-03-03T12:24:44Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,20.0,20,5428,2,0.0,0.0,0.0,0.0009717847257801046,0.16851746369375672,0.0,101.02935382135416
CHIHUG033-15,CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854_raw.parquet,2026-03-03 13:25:00,2026-03-03 13:25:31,2026-03-03T12:25:00Z,2026-03-03T12:25:31Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,31.0,31,8882,2,0.0,0.0,0.0,0.00027734332772321634,0.1437536103993821,0.0,101.02935382135416
CHIHUG033-15,CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854_raw.parquet,2026-03-03 13:25:35,2026-03-03 13:25:45,2026-03-03T12:25:35Z,2026-03-03T12:25:45Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,10.0,10,2949,2,0.0,0.0,0.0,0.0005177410372951641,0.27865871192239877,0.0,101.02935382135416
CHIHUG033-15,CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854_raw.parquet,2026-03-03 13:26:08,2026-03-03 13:26:18,2026-03-03T12:26:08Z,2026-03-03T12:26:18Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,10.0,10,2851,2,0.0,0.0,0.0,0.0004553874994101351,0.1305420551412636,0.0,101.02935382135416
CHIHUG033-15,CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854_raw.parquet,2026-03-03 13:26:34,2026-03-03 13:26:44,2026-03-03T12:26:34Z,2026-03-03T12:26:44Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,10.0,10,2931,2,0.0,0.0,0.0,0.000634873010233189,0.5786521770810433,0.0,101.02935382135416
CHIHUG033-15,CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854_raw.parquet,2026-03-03 13:27:02,2026-03-03 13:27:13,2026-03-03T12:27:02Z,2026-03-03T12:27:13Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,11.0,11,2753,2,0.0,0.0,0.0,0.0005846856183345761,0.14546821747995772,0.0,101.02935382135416
CHIHUG033-15,CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854_raw.parquet,2026-03-03 13:27:28,2026-03-03 13:27:52,2026-03-03T12:27:28Z,2026-03-03T12:27:52Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,24.0,24,4945,2,0.0,0.0,0.0,4.365270196761932e-05,0.15490227138743207,0.0,101.02935382135416
CHIHUG033-15,CHIHUG033_15_block0002_2026_03_04_180002_2026_03_04_183002,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0002_2026_03_04_180002_2026_03_04_183002_raw.parquet,2026-03-04 18:00:18,2026-03-04 18:00:36,2026-03-04T17:00:18Z,2026-03-04T17:00:36Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,18.0,18,5216,2,0.0,0.0,0.0,0.000327512003814291,0.5315192000261014,0.03045794672718194,35.751364951764124
CHIHUG033-15,CHIHUG033_15_block0002_2026_03_04_180002_2026_03_04_183002,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0002_2026_03_04_180002_2026_03_04_183002_raw.parquet,2026-03-04 18:00:59,2026-03-04 18:01:12,2026-03-04T17:00:59Z,2026-03-04T17:01:12Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,13.0,13,3778,2,0.0,0.0,0.0,0.0015925967899713472,0.3152844732398555,0.03045794672718194,35.751364951764124
CHIHUG033-15,CHIHUG033_15_block0002_2026_03_04_180002_2026_03_04_183002,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0002_2026_03_04_180002_2026_03_04_183002_raw.parquet,2026-03-04 18:01:22,2026-03-04 18:01:41,2026-03-04T17:01:22Z,2026-03-04T17:01:41Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,19.0,19,5463,2,0.0,0.0,0.0,0.0006068608296608734,0.5752074173964838,0.03045794672718194,35.751364951764124
CHIHUG033-15,CHIHUG033_15_block0002_2026_03_04_180002_2026_03_04_183002,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0002_2026_03_04_180002_2026_03_04_183002_raw.parquet,2026-03-04 18:01:42,2026-03-04 18:02:13,2026-03-04T17:01:42Z,2026-03-04T17:02:13Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,31.0,31,8986,2,0.0,0.0,0.0,0.00016636466412055912,0.46011319257722466,0.03045794672718194,35.751364951764124
CHIHUG033-15,CHIHUG033_15_block0002_2026_03_04_180002_2026_03_04_183002,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0002_2026_03_04_180002_2026_03_04_183002_raw.parquet,2026-03-04 18:02:45,2026-03-04 18:03:08,2026-03-04T17:02:45Z,2026-03-04T17:03:08Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,23.0,23,6708,2,0.000309754381479012,0.0,0.007124350774017275,0.0006805919741171327,0.4670174583467066,0.03045794672718194,35.751364951764124
CHIHUG033-15,CHIHUG033_15_block0002_2026_03_04_180002_2026_03_04_183002,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0002_2026_03_04_180002_2026_03_04_183002_raw.parquet,2026-03-04 18:04:59,2026-03-04 18:05:13,2026-03-04T17:04:59Z,2026-03-04T17:05:13Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,14.0,14,4030,2,9.22078764850486e-05,0.0,0.0012909102707906804,0.0003561455127315914,0.27424855999449826,0.03045794672718194,35.751364951764124
CHIHUG033-15,CHIHUG033_15_block0002_2026_03_04_180002_2026_03_04_183002,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0002_2026_03_04_180002_2026_03_04_183002_raw.parquet,2026-03-04 18:05:17,2026-03-04 18:05:34,2026-03-04T17:05:17Z,2026-03-04T17:05:34Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,17.0,17,4953,2,0.0,0.0,0.0,0.0001831323550365849,0.19433159328256672,0.03045794672718194,35.751364951764124
CHIHUG033-15,CHIHUG033_15_block0002_2026_03_04_180002_2026_03_04_183002,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0002_2026_03_04_180002_2026_03_04_183002_raw.parquet,2026-03-04 18:06:39,2026-03-04 18:06:50,2026-03-04T17:06:39Z,2026-03-04T17:06:50Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,11.0,11,3217,2,0.0056718151518885445,0.0,0.03023423055884959,0.0015033513071327693,0.41372200021871053,0.03045794672718194,35.751364951764124
CHIHUG033-15,CHIHUG033_15_block0002_2026_03_04_180002_2026_03_04_183002,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0002_2026_03_04_180002_2026_03_04_183002_raw.parquet,2026-03-04 18:07:47,2026-03-04 18:08:02,2026-03-04T17:07:47Z,2026-03-04T17:08:02Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,15.0,15,4368,2,0.0007388065885103847,0.0,0.01108209882765577,0.0007243577355817603,0.5264320000279823,0.03045794672718194,35.751364951764124
CHIHUG033-15,CHIHUG033_15_block0002_2026_03_04_180002_2026_03_04_183002,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0002_2026_03_04_180002_2026_03_04_183002_raw.parquet,2026-03-04 18:08:07,2026-03-04 18:08:23,2026-03-04T17:08:07Z,2026-03-04T17:08:23Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,16.0,16,4658,2,0.0,0.0,0.0,0.0003990412508340168,0.40312726121120446,0.03045794672718194,35.751364951764124
CHIHUG033-15,CHIHUG033_15_block0002_2026_03_04_180002_2026_03_04_183002,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0002_2026_03_04_180002_2026_03_04_183002_raw.parquet,2026-03-04 18:13:51,2026-03-04 18:14:07,2026-03-04T17:13:51Z,2026-03-04T17:14:07Z,walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,16.0,16,1589,1,147.64986200701065,71.83637276379378,201.86882299005782,0.38847612423174505,81.27216672339421,0.03045794672718194,35.751364951764124
CHIHUG033-15,CHIHUG033_15_block0002_2026_03_04_180002_2026_03_04_183002,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0002_2026_03_04_180002_2026_03_04_183002_raw.parquet,2026-03-04 18:16:03,2026-03-04 18:16:25,2026-03-04T17:16:03Z,2026-03-04T17:16:25Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,22.0,22,2185,1,0.0,0.0,0.0,0.0002021537254296901,0.6078624491880773,0.03045794672718194,35.751364951764124
CHIHUG033-15,CHIHUG033_15_block0002_2026_03_04_180002_2026_03_04_183002,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0002_2026_03_04_180002_2026_03_04_183002_raw.parquet,2026-03-04 18:18:18,2026-03-04 18:19:00,2026-03-04T17:18:18Z,2026-03-04T17:19:00Z,walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,42.0,42,4136,1,161.4931887381607,36.078499001926524,212.5403471286072,0.4372590055742106,86.16519525515552,0.03045794672718194,35.751364951764124
CHIHUG033-15,CHIHUG033_15_block0002_2026_03_04_180002_2026_03_04_183002,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0002_2026_03_04_180002_2026_03_04_183002_raw.parquet,2026-03-04 18:19:15,2026-03-04 18:19:33,2026-03-04T17:19:15Z,2026-03-04T17:19:33Z,walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,18.0,18,1782,1,173.48366055772706,56.30870607787302,239.55404092052459,0.47692159305688403,90.93746056101473,0.03045794672718194,35.751364951764124
CHIHUG033-15,CHIHUG033_15_block0002_2026_03_04_180002_2026_03_04_183002,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0002_2026_03_04_180002_2026_03_04_183002_raw.parquet,2026-03-04 18:25:10,2026-03-04 18:28:25,2026-03-04T17:25:10Z,2026-03-04T17:28:25Z,walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,195.0,195,19249,1,190.05678699852442,65.33351686627621,261.36812603554824,0.5224093591139002,99.45780146064595,0.03045794672718194,35.751364951764124
CHIHUG033-15,CHIHUG033_15_block0002_2026_03_04_180002_2026_03_04_183002,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0002_2026_03_04_180002_2026_03_04_183002_raw.parquet,2026-03-04 18:28:30,2026-03-04 18:28:41,2026-03-04T17:28:30Z,2026-03-04T17:28:41Z,walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,11.0,11,1074,1,115.61192491251627,37.653841025136714,217.69968112054775,0.2954172338616084,65.85788974649633,0.03045794672718194,35.751364951764124
CHIHUG033-15,CHIHUG033_15_block0002_2026_03_04_180002_2026_03_04_183002,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0002_2026_03_04_180002_2026_03_04_183002_raw.parquet,2026-03-04 18:28:56,2026-03-04 18:29:42,2026-03-04T17:28:56Z,2026-03-04T17:29:42Z,walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,46.0,46,4548,1,184.21463629718465,61.667054997445575,248.70244896527328,0.5051562921105404,96.70547504278068,0.03045794672718194,35.751364951764124
CHIHUG033-15,CHIHUG033_15_block0002_2026_03_04_180002_2026_03_04_183002,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0002_2026_03_04_180002_2026_03_04_183002_raw.parquet,2026-03-04 18:29:43,2026-03-04 18:29:56,2026-03-04T17:29:43Z,2026-03-04T17:29:56Z,walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,13.0,13,1267,1,187.4276584924604,111.04703772625409,236.57951974360736,0.5187494477753198,97.3730249738237,0.03045794672718194,35.751364951764124
IECHUG029-9,IECHUG029_9_block0001_2026_02_18_112011_2026_02_18_115011,salidas_test/new_influx_labeling_batch/raw_blocks/IECHUG029_9_block0001_2026_02_18_112011_2026_02_18_115011_raw.parquet,2026-02-18 11:21:09,2026-02-18 11:21:21,2026-02-18T10:21:09Z,2026-02-18T10:21:21Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,12.0,12,2147,2,0.0,0.0,0.0,0.004099738923905551,0.6471780953973224,0.0,19.937428825401447
IECHUG029-9,IECHUG029_9_block0001_2026_02_18_112011_2026_02_18_115011,salidas_test/new_influx_labeling_batch/raw_blocks/IECHUG029_9_block0001_2026_02_18_112011_2026_02_18_115011_raw.parquet,2026-02-18 11:22:58,2026-02-18 11:23:08,2026-02-18T10:22:58Z,2026-02-18T10:23:08Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,10.0,10,1792,2,0.0,0.0,0.0,0.002509531782556576,0.589691350366593,0.0,19.937428825401447
IECHUG029-9,IECHUG029_9_block0001_2026_02_18_112011_2026_02_18_115011,salidas_test/new_influx_labeling_batch/raw_blocks/IECHUG029_9_block0001_2026_02_18_112011_2026_02_18_115011_raw.parquet,2026-02-18 11:23:59,2026-02-18 11:24:20,2026-02-18T10:23:59Z,2026-02-18T10:24:20Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,21.0,21,3635,2,0.0,0.0,0.0,0.002217950059636615,0.8848079896935013,0.0,19.937428825401447
IECHUG029-9,IECHUG029_9_block0001_2026_02_18_112011_2026_02_18_115011,salidas_test/new_influx_labeling_batch/raw_blocks/IECHUG029_9_block0001_2026_02_18_112011_2026_02_18_115011_raw.parquet,2026-02-18 11:26:04,2026-02-18 11:26:18,2026-02-18T10:26:04Z,2026-02-18T10:26:18Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,14.0,14,2482,2,0.0,0.0,0.0,0.005938585360217118,3.285526999075419,0.0,19.937428825401447
IECHUG029-9,IECHUG029_9_block0001_2026_02_18_112011_2026_02_18_115011,salidas_test/new_influx_labeling_batch/raw_blocks/IECHUG029_9_block0001_2026_02_18_112011_2026_02_18_115011_raw.parquet,2026-02-18 11:26:31,2026-02-18 11:27:10,2026-02-18T10:26:31Z,2026-02-18T10:27:10Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,39.0,39,7008,2,0.0,0.0,0.0,0.0019542447389623635,0.8253820289757329,0.0,19.937428825401447
IECHUG029-9,IECHUG029_9_block0001_2026_02_18_112011_2026_02_18_115011,salidas_test/new_influx_labeling_batch/raw_blocks/IECHUG029_9_block0001_2026_02_18_112011_2026_02_18_115011_raw.parquet,2026-02-18 11:27:21,2026-02-18 11:27:45,2026-02-18T10:27:21Z,2026-02-18T10:27:45Z,walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,24.0,24,4454,2,23.725149529723428,21.178907731674656,26.157825492903484,0.801576566957031,118.28779573047792,0.0,19.937428825401447
IECHUG029-9,IECHUG029_9_block0001_2026_02_18_112011_2026_02_18_115011,salidas_test/new_influx_labeling_batch/raw_blocks/IECHUG029_9_block0001_2026_02_18_112011_2026_02_18_115011_raw.parquet,2026-02-18 11:27:47,2026-02-18 11:28:12,2026-02-18T10:27:47Z,2026-02-18T10:28:12Z,walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,25.0,25,4685,2,23.517868498913,20.345939224479668,26.934956684596507,0.7947777851289635,117.38842049116451,0.0,19.937428825401447
IECHUG029-9,IECHUG029_9_block0001_2026_02_18_112011_2026_02_18_115011,salidas_test/new_influx_labeling_batch/raw_blocks/IECHUG029_9_block0001_2026_02_18_112011_2026_02_18_115011_raw.parquet,2026-02-18 11:28:13,2026-02-18 11:28:38,2026-02-18T10:28:13Z,2026-02-18T10:28:38Z,walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,25.0,25,4570,2,24.307558696532205,21.48380065022571,29.248842419899646,0.8262363956707373,118.33626489285048,0.0,19.937428825401447
IECHUG029-9,IECHUG029_9_block0001_2026_02_18_112011_2026_02_18_115011,salidas_test/new_influx_labeling_batch/raw_blocks/IECHUG029_9_block0001_2026_02_18_112011_2026_02_18_115011_raw.parquet,2026-02-18 11:28:39,2026-02-18 11:29:03,2026-02-18T10:28:39Z,2026-02-18T10:29:03Z,walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,24.0,24,4511,2,23.828205343051483,20.311038041672216,26.36578920495404,0.8085537789192214,117.13057176596375,0.0,19.937428825401447
IECHUG029-9,IECHUG029_9_block0001_2026_02_18_112011_2026_02_18_115011,salidas_test/new_influx_labeling_batch/raw_blocks/IECHUG029_9_block0001_2026_02_18_112011_2026_02_18_115011_raw.parquet,2026-02-18 11:29:04,2026-02-18 11:29:28,2026-02-18T10:29:04Z,2026-02-18T10:29:28Z,walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,24.0,24,4466,2,25.192025423872224,22.84196571129025,27.771064407462003,0.8602164000580482,119.95727316414998,0.0,19.937428825401447
IECHUG029-9,IECHUG029_9_block0001_2026_02_18_112011_2026_02_18_115011,salidas_test/new_influx_labeling_batch/raw_blocks/IECHUG029_9_block0001_2026_02_18_112011_2026_02_18_115011_raw.parquet,2026-02-18 11:29:29,2026-02-18 11:29:54,2026-02-18T10:29:29Z,2026-02-18T10:29:54Z,walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,25.0,25,4698,2,24.6224072493415,22.04998127829245,26.963776268955677,0.8345775123352809,120.58812318305716,0.0,19.937428825401447
