reference,time_center,mov_type,target,block_id,nearest_transition_distance_s
ACL1998-96,2025-07-16 08:52:35.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:52:36.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:52:40.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:52:41.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:52:42.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:52:43.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:52:44.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:52:45.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:52:50.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:52:51.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:52:52.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:52:53.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:52:54.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:52:55.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:52:56.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:52:57.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:52:58.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:52:59.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:53:00.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:53:02.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:53:03.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:53:09.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:53:10.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:53:11.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:53:18.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:53:19.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:53:20.020000+00:00,walking,1,242,1.0
AEMDHUG060-70,2026-04-28 10:45:02+00:00,not_walking,0,511,0.93
AEMDHUG060-70,2026-04-28 10:45:02.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:45:03+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:45:03.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:45:04+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:45:04.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:45:05+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:45:05.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:45:06+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:45:06.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:45:07+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:46:43+00:00,not_walking,0,511,0.93
AEMDHUG060-70,2026-04-28 10:46:43.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:46:44+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:46:44.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:46:45+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:46:45.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:46:46+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:46:46.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:46:47+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:46:47.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:46:48+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:46:48.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:46:49+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:46:49.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:46:50+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:46:50.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:46:51+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:46:54+00:00,not_walking,0,511,0.93
AEMDHUG060-70,2026-04-28 10:46:54.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:46:55+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:46:55.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:46:56+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:46:56.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:46:57+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:46:57.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:46:58+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:46:58.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:46:59+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:47:05+00:00,not_walking,0,511,0.93
AEMDHUG060-70,2026-04-28 10:47:05.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:47:06+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:47:06.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:47:07+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:47:07.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:47:08+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:47:08.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:47:09+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:47:09.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:47:10+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:47:10.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:47:11+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:47:11.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:47:12+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:47:12.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:47:13+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:47:13.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:47:14+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:48:49+00:00,not_walking,0,511,0.93
AEMDHUG060-70,2026-04-28 10:48:49.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:48:50+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:48:50.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:48:51+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:48:51.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:48:52+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:48:52.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:48:53+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:48:53.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:48:54+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:48:54.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:48:55+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:07+00:00,not_walking,0,511,0.93
AEMDHUG060-70,2026-04-28 10:49:07.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:08+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:08.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:09+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:09.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:10+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:10.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:11+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:11.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:12+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:12.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:13+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:13.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:14+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:14.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:15+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:15.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:16+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:16.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:17+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:17.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:18+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:18.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:19+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:23+00:00,not_walking,0,511,0.93
AEMDHUG060-70,2026-04-28 10:49:23.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:24+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:24.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:25+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:25.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:26+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:26.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:27+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:27.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:28+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:28.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:29+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:29.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:30+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:30.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:31+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:31.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:32+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:32.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:33+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:33.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:34+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:34.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:35+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:35.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:36+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:36.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:37+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:37.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:38+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:38.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:39+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:39.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:40+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:40.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:41+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:41.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:42+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:42.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:43+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:43.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:44+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:44.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:45+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:45.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:46+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:46.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:47+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:47.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:48+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:48.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:49+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:49.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:50+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:50.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:51+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:51.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:52+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:52.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:53+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:53.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:54+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:54.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:55+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:55.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:56+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:56.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:57+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:57.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:58+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:49:58.930000+00:00,walking,1,511,0.07
AEMDHUG060-70,2026-04-28 10:49:59+00:00,not_walking,0,511,0.07
AEMDHUG060-70,2026-04-28 10:50:01+00:00,not_walking,0,511,0.02
AEMDHUG060-70,2026-04-28 10:50:01.020000+00:00,walking,1,511,0.02
AEMDHUG060-70,2026-04-28 10:50:02+00:00,not_walking,0,511,0.02
AEMDHUG060-70,2026-04-28 10:50:02.020000+00:00,walking,1,511,0.02
AEMDHUG060-70,2026-04-28 10:50:03+00:00,not_walking,0,511,0.02
AEMDHUG060-70,2026-04-28 10:50:03.020000+00:00,walking,1,511,0.02
AEMDHUG060-70,2026-04-28 10:50:04+00:00,not_walking,0,511,0.02
AEMDHUG060-70,2026-04-28 10:50:04.020000+00:00,walking,1,511,0.02
AEMDHUG060-70,2026-04-28 10:50:05+00:00,not_walking,0,511,0.02
AEMDHUG060-70,2026-04-28 10:50:05.020000+00:00,walking,1,511,0.02
AEMDHUG060-70,2026-04-28 10:50:06+00:00,not_walking,0,511,0.98
AEMDHUG060-70,2026-04-28 10:50:08+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:50:09+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:50:10+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:50:11+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:50:17+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:50:18+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:50:19+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:50:22+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:50:23+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:50:25+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:50:26+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:50:27+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:50:28+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:50:29+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:50:30+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:50:31+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:50:32+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:50:33+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:50:34+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:50:36+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:50:37+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:50:38+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:50:39+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:50:40+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:50:41+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:50:42+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:50:43+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:50:44+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:50:45+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:50:46+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:50:47+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:50:48+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:50:49+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:50:50+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:50:53+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:50:54+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:50:55+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:50:56+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:50:58+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:50:59+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:51:00+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:51:01+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:51:05+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:51:06+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:51:08+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:51:09+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:51:10+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:51:11+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:51:13+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:51:14+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:51:15+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:51:16+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:51:21+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:51:22+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:51:23+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:51:24+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:51:25+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:51:26+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:51:27+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:51:28+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:51:29+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:51:30+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:51:31+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:51:33.020000+00:00,walking,1,511,0.98
AEMDHUG060-70,2026-04-28 10:51:34+00:00,not_walking,0,511,0.02
AEMDHUG060-70,2026-04-28 10:51:34.020000+00:00,walking,1,511,0.02
AEMDHUG060-70,2026-04-28 10:51:35+00:00,not_walking,0,511,0.02
AEMDHUG060-70,2026-04-28 10:51:35.020000+00:00,walking,1,511,0.02
AEMDHUG060-70,2026-04-28 10:51:36+00:00,not_walking,0,511,0.02
AEMDHUG060-70,2026-04-28 10:51:36.020000+00:00,walking,1,511,0.02
AEMDHUG060-70,2026-04-28 10:51:37+00:00,not_walking,0,511,0.02
AEMDHUG060-70,2026-04-28 10:51:37.020000+00:00,walking,1,511,0.02
AEMDHUG060-70,2026-04-28 10:51:38+00:00,not_walking,0,511,0.02
AEMDHUG060-70,2026-04-28 10:51:38.020000+00:00,walking,1,511,0.02
AEMDHUG060-70,2026-04-28 10:51:42+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:51:43+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:51:44+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:51:45+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:51:46+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:51:48+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:51:49+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:51:50+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:51:51+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:51:54+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:51:55+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:51:58+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:51:59+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:52:00+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:52:01+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:52:02+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:52:05+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:52:06+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:52:07+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:52:08+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:52:09+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:52:10+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:52:11+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:52:13+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:52:14+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:52:16+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:52:17+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:52:19+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:52:20+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:52:21+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:52:23+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:52:24+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:52:25+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:52:26+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:52:27+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:52:28+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:52:29+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:52:31+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:52:32+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:52:33+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:52:34+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:52:36+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:52:37+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:52:39+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:52:40+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:52:44+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:52:45+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:52:47+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:52:48+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:52:49+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:52:50+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:52:53+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:52:54+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:52:55+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:52:58+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:52:59+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:53:00+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:53:01+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:53:02+00:00,not_walking,0,511,1.0
AEMDHUG060-70,2026-04-28 10:53:03+00:00,walking,1,511,1.0
AEMDHUG060-70,2026-04-28 10:53:05+00:00,walking,1,511,1.0
